word,positive-emotion,negative-emotion,neutral-emotion,ambiguous-emotion
vindictiveness,1.2661328569,1.05007912409,1.24458345408,1.30940261914
malefic,1.42089995317,1.43380754281,1.46447043917,1.46049778137
maleficence,1.5236716948,1.49162145869,1.43236734639,1.5839417748
maleficent,1.38201717322,1.31555885213,1.58366509895,1.36660482129
belligerence,1.34168730178,1.24118641794,1.25611138039,1.46026125035
animosity,1.3021792262,1.13898264064,1.19363977007,1.39792703689
aggression,1.36162234514,1.22394696061,1.25312445821,1.47006607803
rancorous,1.30832768896,1.19985375821,1.22730685196,1.38912642916
resentful,1.1109127788,0.871441732179,1.11641149324,1.18889604858
acrimonious,1.43197450476,1.32473828326,1.3202547826,1.46913189019
resentment,1.29911351507,1.03727592665,1.20843435917,1.35396184494
resentfully,1.45873089367,1.39308058373,1.51917912887,1.43105935546
antagonism,1.35057903897,1.19834275084,1.19262014014,1.45303585645
ugly,1.13567197933,1.04462750499,1.27837010795,1.12790002288
hideous,1.22425537878,1.05917002512,1.36669985533,1.05529047141
disgust,1.08604465131,0.831072573556,1.08022503324,1.05961810852
repel,1.51868282757,1.41778757638,1.53210586773,1.45112585135
repugnance,1.27502506407,1.25718662205,1.30706008024,1.33127681706
abhorrent,1.22394059207,1.03540394769,1.2824218616,1.27598818096
sick,1.30352657105,1.17169328893,1.38690438214,1.35798812152
unwholesome,1.24119219956,1.15851963598,1.25804363324,1.34072592499
nausea,1.35399653738,1.23436912874,1.30015419885,1.30408800061
nauseating,1.1826939122,1.02046227305,1.28166563249,1.10648417253
ill,1.37933019672,1.18415557879,1.33370906424,1.4059588438
nauseated,1.27010166392,1.10526500377,1.26800169543,1.1999146218
sicken,1.5221560957,1.38535154936,1.58472338195,1.44230658639
separate,1.68241352049,1.67599287305,1.49366660425,1.79108784669
isolation,1.46476269693,1.35960200083,1.24014818301,1.55413450122
fit,1.35708460494,1.43895601305,1.4443773351,1.45975387914
angry,1.13349426406,0.847204324963,1.21594530576,1.04140280719
choleric,1.18797496298,1.17103879712,1.24769550774,1.28514345148
irascibility,1.27888291709,1.18355685988,1.35273674187,1.26563723383
harassment,1.57685607108,1.30806342193,1.37669085065,1.5927760638
aggravated,1.532718218,1.27330063402,1.37496630476,1.48034821489
exacerbate,1.50650503549,1.33563874441,1.38863811275,1.52621292328
aggravation,1.30861899221,1.1576235681,1.28110734112,1.37455144499
riled,1.42380009133,1.38341357715,1.5297216048,1.33573248838
miffed,1.43861548538,1.38745096722,1.48939557206,1.40652045397
displease,1.24994868479,1.27769216526,1.38502821612,1.32957106312
pained,1.10896411652,1.04279548522,1.2370508935,1.09674568403
roiled,1.48135686142,1.38015404106,1.4499332734,1.48955849253
irritated,1.0774481162,0.8950831002,1.14740247387,1.01683002937
pissed,1.35607558919,1.27928399158,1.4687484086,1.29591636543
offended,1.06734747151,0.884439986907,1.23307311788,1.06563930553
upsetting,1.17463916233,0.97478999261,1.22049084659,1.15112931917
exasperated,1.07423148981,0.889104023774,1.11532853217,1.04692265225
infuriating,1.19545985374,1.12001916816,1.29142367639,1.15663964506
displeasure,1.24678231902,1.07529128666,1.22034688286,1.24799787214
steamed,1.5543791898,1.56547253273,1.49285239996,1.54841678476
stung,1.31598660801,1.14887078484,1.35671850824,1.22445564216
frowning,1.2778057827,1.32278818806,1.36687215513,1.34854494949
peeved,1.40419327982,1.38762344605,1.44827107732,1.32221415295
maddening,1.24851241175,1.17958285347,1.30197558656,1.15699458804
vexing,1.45205742612,1.34184083193,1.40111603344,1.4724319906
disconcerting,1.07150028891,1.11442067972,1.19836353769,1.01470587608
baffled,1.13836145651,1.04689059853,1.27462227798,0.922450877256
torment,1.19732609984,0.996571504838,1.34657218176,1.17781885224
frustrating,1.18565714287,1.1156921667,1.21838619204,1.15844074292
perplexed,1.22798941651,1.24589664639,1.28019949379,1.20998286403
discouraging,1.3598315787,1.19731175143,1.20310176058,1.474314547
frustration,1.1957474058,0.961582857479,1.14241808303,1.17479582851
pique,1.26747777682,1.32553382807,1.39854783341,1.34119409725
dudgeon,1.60136016112,1.54262769689,1.58298203238,1.55662953335
livid,1.31047652473,1.11881180169,1.43967217734,1.20093944029
lividity,1.59453758481,1.51510724075,1.58248096637,1.53970772969
wrath,1.32430513774,1.1520443408,1.477272945,1.3307795972
restive,1.35690887573,1.32101914835,1.35309929405,1.46095709976
impatience,0.949292181114,0.828911701637,0.998279230051,1.04589600476
impatiently,1.33277005553,1.31582938787,1.43919133794,1.30135142085
impatient,1.03027074731,0.900986417513,1.08878808047,1.07819868941
eager,1.13186687217,1.19875424302,1.32254678652,1.25400456201
presage,1.33259587676,1.27772626892,1.4525727291,1.27730017202
shadow,1.49524125993,1.43138038611,1.5159938802,1.41729278451
barbarous,1.25318886278,1.1245302118,1.3339813975,1.23792759252
cruelty,1.33045795941,1.11600500589,1.3364628134,1.36283204164
cruelly,1.22426197192,0.961037818862,1.29229943633,1.18276348413
inhumane,1.39020626835,1.10919728608,1.26355821172,1.41390055932
hesitance,1.33363078826,1.22266114995,1.29487099139,1.31570235662
hesitantly,1.36908708758,1.36052683349,1.39523967177,1.39770148229
unassertive,1.34109572966,1.3453481672,1.30989170759,1.41673978899
reticent,1.09011890295,1.11691269876,1.06535772184,1.22473300646
retiring,1.62294965966,1.57237155088,1.41556005071,1.64969272061
deplorable,1.30460456019,1.07838487151,1.28498272264,1.24966652612
woe,1.11823536453,1.07269942101,1.39274610127,1.16103069945
deplorably,1.46713030366,1.47816736157,1.43133885755,1.53399967866
inferior,1.33813836225,1.3093968591,1.26339272524,1.41971558459
plaintively,1.37163727715,1.33170349064,1.45104416803,1.37234221554
dolor,1.49502147335,1.51300653376,1.48297381233,1.54110961611
repent,1.25345847514,1.15857790535,1.3589187726,1.35899810346
repentance,1.23899576358,1.23858726023,1.34280632181,1.45427869007
penitentiary,1.69359554178,1.55065011264,1.65262985827,1.65078940802
remorseful,1.18059715797,1.02459746826,1.34354178736,1.1809351956
penitential,1.36806273203,1.43643979021,1.48060801306,1.51263701015
rueful,1.17433001969,1.16879104958,1.36217691879,1.16698847366
guilt,1.26764130867,0.998317977133,1.24654781647,1.36288766196
warpath,1.51919209451,1.39460519403,1.56009230113,1.37666361629
sulk,1.3725216096,1.30052664341,1.44999185098,1.3090482788
envy,1.02371641991,0.955110251473,1.18288206923,1.15732957247
enviable,1.2415656978,1.45004729832,1.3754586191,1.295101435
desirable,1.23127024452,1.38004668796,1.29496412364,1.45256250156
stew,1.48648517593,1.47939421582,1.5772648422,1.47860548379
grudge,1.40313420603,1.21995792807,1.4723922219,1.39534190308
acquisitive,1.38182485744,1.33417213855,1.32952229358,1.48880772621
covetousness,1.29984694292,1.18550728411,1.3842227476,1.39921519797
avaricious,1.1367377365,1.02816313136,1.17968451816,1.25609280452
covet,1.40255474388,1.37500859009,1.48954864574,1.46566058189
desirous,1.12322381147,1.21647266034,1.32202295447,1.28561947732
jealous,1.05939031794,0.902029350757,1.24221829838,1.13612377474
jealousy,1.14559844578,0.913433056206,1.17544320233,1.26610319971
covetous,1.25011872562,1.14963073287,1.33979333764,1.2562126184
wishful,1.35644467014,1.27723444762,1.32906860644,1.36520361378
enviously,1.37082099561,1.39039779729,1.43545103744,1.35236598759
jealously,1.40956365591,1.32324110312,1.42837671443,1.45107484321
