word,positive-emotion,negative-emotion,neutral-emotion,ambiguous-emotion,r
guilty,1.47739881785,1.33223958517,1.48940318297,1.4708688881,42.9363845757
unpleasant,1.03096083796,0.869928902766,0.992671258664,1.05300389921,25.6371100896
unfriendliness,1.46063882458,1.39383121796,1.39416870936,1.50295904467,1.48327870241
lachrymose,1.43632026953,1.44520134935,1.51063959242,1.45731221102,2.77004041167
distressing,1.08084087081,0.999024651726,1.08736229517,1.17254293306,8.71608195866
appalled,1.15487907591,0.966957374568,1.26577550344,1.08370015752,17.6749861338
stewing,1.45457555302,1.41916833057,1.55396856202,1.51072158428,4.98777258329
sore,1.37795714299,1.2092281338,1.44239196229,1.31427096062,19.3112681882
dismay,1.22100125739,1.10334627983,1.30128404571,1.19524498097,24.0739390671
suspense,1.28361114706,1.25719593017,1.45075926573,1.16704288091,23.0837747676
resign,1.57506770163,1.37147219513,1.36994307917,1.55769954793,43.1261902865
annoy,1.18188682064,1.04903671432,1.25855234094,1.18030687323,9.16290876016
retiring,1.62294965966,1.57237155088,1.41556005071,1.64969272061,33.5318256084
enviable,1.2415656978,1.45004729832,1.3754586191,1.295101435,6.73208495469
scruple,1.30576601259,1.24177029033,1.39004602835,1.37008651582,4.20350943012
confuse,1.3649957365,1.29263874593,1.37997968475,1.26812678693,24.1230098273
edginess,1.32668263888,1.31389048548,1.40299939281,1.28282215497,1.62967609907
solicitude,1.28138375753,1.31266549102,1.31605555107,1.43839240921,2.42613038497
burdened,1.29604743843,1.14800687108,1.27009105049,1.34511541469,12.8780618101
envy,1.02371641991,0.955110251473,1.18288206923,1.15732957247,19.0706598252
resignation,1.58273565678,1.4021489478,1.37586134527,1.54804921436,41.5559901568
woeful,1.27307587418,1.13748331277,1.37260494326,1.16835361439,3.01999606174
reserved,1.41450946536,1.49795802165,1.42822535265,1.58291810274,35.320914168
remorseful,1.18059715797,1.02459746826,1.34354178736,1.1809351956,5.64595815834
creeps,1.33351268549,1.22606903712,1.47153457703,1.1660365473,8.50170457511
mousey,1.49454871393,1.56737104554,1.53325382957,1.53670850954,1.63263208913
edgy,1.07017323156,1.15475606444,1.24955609543,1.08124578631,9.46531906034
drab,1.34806639906,1.35738356697,1.39457015307,1.37251451539,15.6556544743
perplexed,1.22798941651,1.24589664639,1.28019949379,1.20998286403,10.8650713482
shamed,1.19351052033,0.986543361546,1.31909801416,1.22376307994,7.98780129394
solicitous,1.14964484778,1.22785984704,1.32543812897,1.27500213264,2.42173973089
shocked,1.16817607313,0.956480413693,1.26223373285,0.922939496639,29.5524881033
exacerbate,1.50650503549,1.33563874441,1.38863811275,1.52621292328,13.0599495509
wishful,1.35644467014,1.27723444762,1.32906860644,1.36520361378,11.1439369655
ill,1.37933019672,1.18415557879,1.33370906424,1.4059588438,41.5976395758
inimical,1.196980107,1.18396682608,1.2879629587,1.32525434682,5.32762829934
joyless,1.3323468661,1.23498848016,1.40765577821,1.33302998446,3.54433859122
unsound,1.35674171254,1.21117457642,1.2629637776,1.39931134174,10.8284930609
antagonistic,1.2046590826,1.12259382595,1.1304017997,1.39374765139,17.236723196
alienated,1.22102008463,1.06049729002,1.13369143079,1.29367243825,28.4449235299
resentment,1.29911351507,1.03727592665,1.20843435917,1.35396184494,32.2602173937
tortured,1.44443475925,1.19422917094,1.46124074296,1.35128823507,30.9785170183
riled,1.42380009133,1.38341357715,1.5297216048,1.33573248838,2.26230401394
apologetic,1.35220680718,1.28951428411,1.30934928867,1.39182491782,12.2142615078
excusable,1.31755923284,1.17369027368,1.24635607633,1.38529991382,3.19044323251
annoyed,1.06743806477,0.94294108904,1.18508586322,1.0190311384,22.1218778032
estrange,1.50487259029,1.43609331708,1.40060212777,1.45037745035,4.97661755952
chilly,1.24345563491,1.30456428296,1.37004230984,1.3099507674,13.9807296354
panicked,1.42522228646,1.11539022611,1.38866299354,1.13592384635,13.9317138513
scowling,1.2135141099,1.21904445966,1.36050376401,1.24121899185,2.18382919499
isolation,1.46476269693,1.35960200083,1.24014818301,1.55413450122,28.649173807
soiled,1.33172494974,1.20138706954,1.38636795451,1.35808907043,7.36093043047
stew,1.48648517593,1.47939421582,1.5772648422,1.47860548379,21.9840683732
despair,1.07956628851,0.852409166965,1.17964940406,1.06913640112,27.0459841768
hydrophobic,1.47692078231,1.52193240869,1.41755525506,1.6044214928,23.710463714
pissed,1.35607558919,1.27928399158,1.4687484086,1.29591636543,10.0227124519
furiously,1.30352280729,1.05084289847,1.34427996438,1.20598805952,10.6108976332
horrifyingly,1.30355552214,1.25201101655,1.35687531897,1.24970305916,1.16367576791
anxiety,1.22499767975,1.1255210014,1.18871392285,1.34251856017,30.968227018
difficult,1.29793578026,1.29175039709,1.32848682121,1.37536533858,43.0697319929
intimidated,1.27122211264,1.01018788003,1.27135323786,1.13785531726,16.1071247764
unfavourable,1.2730178461,1.20342808251,1.16071211097,1.33029512586,16.9371938183
heartlessly,1.41752274091,1.389279032,1.49533010177,1.46893184402,1.05838885831
desirable,1.23127024452,1.38004668796,1.29496412364,1.45256250156,29.2116257101
sicken,1.5221560957,1.38535154936,1.58472338195,1.44230658639,2.0336485005
diffidence,1.17438135503,1.10858006325,1.18284386141,1.26894019005,2.4938285899
offended,1.06734747151,0.884439986907,1.23307311788,1.06563930553,26.4284368869
fearful,1.12881613101,0.867233390569,1.21728044241,1.11892632782,21.4817349501
wailing,1.22592903898,1.14104454125,1.39961102311,1.12567746744,11.6372886118
abashed,1.37993389612,1.3226031585,1.44561103651,1.36387372944,1.31544959156
huffy,1.49749050651,1.59974830814,1.55352604553,1.53228218209,1.57535085155
smoldering,1.49893029646,1.40388842806,1.5207841057,1.40915493204,6.37852095996
smouldering,1.42178718681,1.38950431339,1.50451938105,1.41580627867,4.26606562643
abject,1.26725731592,1.12169979223,1.24832935248,1.26673583868,8.62451170056
frightened,1.1227536372,0.830942912709,1.22263049397,0.896865910968,22.5051888787
unlovable,1.3982313456,1.31606030912,1.3607527885,1.37564354209,1.5296707675
dishonored,1.44867648407,1.30373637093,1.49808396436,1.43810169138,5.38096931339
chill,1.43297995007,1.41636049352,1.56040839888,1.41397366306,21.3969025757
alarm,1.47426395438,1.35671417475,1.45294542349,1.37141320058,32.4439236328
dysphoria,1.46161023709,1.35649725618,1.34678526813,1.54103090711,9.83216884889
enraged,1.24555185548,0.901924767328,1.31128809304,1.12983726062,28.6725089583
frighteningly,1.30623390424,1.24502607048,1.3299977473,1.14765006682,3.47536278514
exasperating,1.13468006424,1.16289147928,1.18153360474,1.12350506399,2.85091097363
malevolently,1.4978222456,1.3461785323,1.46159395759,1.51248874344,1.37282284471
dispiriting,1.38614926079,1.33934185715,1.36357264769,1.31754410582,2.06837680786
depressing,1.02950117676,0.959401020103,1.14081090805,1.01293772343,12.898575072
drear,1.47093594762,1.4409412526,1.54786225711,1.39404284488,1.74780720231
shitless,1.50405270219,1.49401458044,1.59503524552,1.46466805025,1.1063077464
tragic,1.20882921038,1.09274255935,1.29680238221,1.17739968407,30.3585015809
displeasing,1.23484606572,1.12403183185,1.25242904487,1.23643003903,3.95205496079
dazzlingly,1.29118289701,1.33184930803,1.36761384397,1.1808586222,2.4015635864
resentfully,1.45873089367,1.39308058373,1.51917912887,1.43105935546,1.48497874419
restive,1.35690887573,1.32101914835,1.35309929405,1.46095709976,4.85604821938
malicious,1.39731008255,1.14020991611,1.33449847576,1.35755525914,26.2486786738
pessimistic,1.02529969963,0.98417847418,1.03684717015,1.14561305732,18.8968789404
malice,1.23567055582,1.07229014514,1.24074931914,1.26195677216,20.9329946787
fawn,1.40194021442,1.39347655178,1.49586816273,1.47525194102,15.4581130611
scare,1.47321235517,1.24103819777,1.53205363401,1.34893104324,27.9453012288
hesitantly,1.36908708758,1.36052683349,1.39523967177,1.39770148229,3.66722767986
maliciously,1.51832056778,1.26779032223,1.47878887329,1.42872727768,5.29533231263
abhorrent,1.22394059207,1.03540394769,1.2824218616,1.27598818096,6.26091431795
domineering,1.1468723369,1.02172717452,1.15686899847,1.25469383353,11.6205872466
inferior,1.33813836225,1.3093968591,1.26339272524,1.41971558459,30.5183139912
hapless,1.25210195979,1.04689602334,1.32282008422,1.18255494209,9.14754499897
dazzling,1.04726523614,1.24008685656,1.32694663376,0.936181284131,14.8734158839
lovesick,1.28090123007,1.32479635764,1.43410990595,1.35073545391,5.02415607064
unloved,1.2926868623,1.21281048709,1.34151736178,1.40707661153,3.74067754658
offensive,1.55759739598,1.42566925121,1.45419456079,1.4857633783,38.6086441503
bashful,1.25120767134,1.28028593838,1.38520571898,1.30001846597,5.51634844948
loath,1.32305701434,1.19170598109,1.31435556966,1.35034792636,6.19974112243
hangdog,1.46600747242,1.4532752588,1.49903586641,1.46352863013,1.13317680906
peeved,1.40419327982,1.38762344605,1.44827107732,1.32221415295,1.7544329548
plaintive,1.13577832899,1.21501257886,1.32662251671,1.14026581233,7.23977326155
immoral,1.19826996479,0.986382806536,1.16371107742,1.31009806346,24.1598147185
warpath,1.51919209451,1.39460519403,1.56009230113,1.37666361629,6.99105158585
dim,1.21972013854,1.28705333326,1.24384185755,1.26381478848,25.4738155668
commiserate,1.38924706349,1.33045074915,1.42475118806,1.32103128189,1.79246341492
obsessed,1.14305825854,1.06519050249,1.26698759444,1.18718523295,30.4595091982
troubled,1.23424526514,1.10021143587,1.31962855141,1.30118600206,25.6078843832
jealousy,1.14559844578,0.913433056206,1.17544320233,1.26610319971,28.3277088375
tragicomic,1.20303953587,1.17316406014,1.23261786016,1.29463831936,3.26595128583
ugly,1.13567197933,1.04462750499,1.27837010795,1.12790002288,27.297003621
laden,1.48759989697,1.38204646901,1.52608034662,1.43662606488,29.1858335599
indignant,1.1057139344,0.908440735538,1.17071066518,1.09361839512,8.55425942603
xenophobic,1.37535496971,1.13047411824,1.29008888328,1.41534918745,10.2160838642
bereaved,1.3989113021,1.30594158091,1.41720985051,1.51149119556,7.65577465136
rancorous,1.30832768896,1.19985375821,1.22730685196,1.38912642916,3.00672162449
hunted,1.53020202438,1.42503154235,1.58628608812,1.48864310928,35.4170146905
vindictiveness,1.2661328569,1.05007912409,1.24458345408,1.30940261914,3.31347685609
dolorous,1.5059789107,1.4851496467,1.48827586358,1.48965725151,2.51731667358
hysterically,1.21192651103,1.0246313491,1.30490718448,1.05137798196,5.19372616889
amok,1.45706839322,1.30324607058,1.47316443463,1.35524289864,13.1449464423
heavy,1.49652866759,1.39057414173,1.42383548517,1.45109254389,31.5942965943
pensive,0.978835868638,1.10920550301,1.19711569767,1.11358165711,5.44969384531
undignified,1.16088899121,1.06131917824,1.26007236448,1.21776960792,3.8986021602
dislike,1.09061765363,0.995794255633,1.1090985565,1.2243710866,28.4675834749
antsy,1.37674425664,1.30917843451,1.50260029892,1.33434333073,1.6126482766
insoluble,1.41214320198,1.39081851345,1.33580273981,1.48773756276,20.7369452786
nauseated,1.27010166392,1.10526500377,1.26800169543,1.1999146218,2.77459473471
reticent,1.09011890295,1.11691269876,1.06535772184,1.22473300646,7.22148333453
angst,1.14148255307,1.04451681444,1.2273445642,1.17111527455,15.6174135393
heartbroken,1.13235440552,1.02301098108,1.32479254655,1.15101419033,13.0420479523
unfavorable,1.29332343903,1.1894727125,1.1649856388,1.3703191949,20.9483147977
humiliate,1.26683784196,1.09419498523,1.34570796913,1.30167197197,10.9602587499
frustrating,1.18565714287,1.1156921667,1.21838619204,1.15844074292,15.267063262
mad,1.38633832422,1.26958181275,1.50486085028,1.23911034524,29.8970705304
disconsolate,1.1797904573,1.09916313624,1.23874425993,1.27759956031,2.92863732558
vexing,1.45205742612,1.34184083193,1.40111603344,1.4724319906,3.44266831462
discredited,1.51310242209,1.33452947212,1.39682877719,1.46232343143,22.8752974366
fury,1.42378686518,1.27365870415,1.51764358547,1.27171835012,27.6680816281
dismal,1.30899917318,1.20901970322,1.33294956506,1.23132237928,16.6863149991
coy,1.49188274767,1.47987473439,1.51874664124,1.50452696537,12.6598243014
pique,1.26747777682,1.32553382807,1.39854783341,1.34119409725,6.01166024633
loth,1.57341189623,1.4585592793,1.54594434733,1.57028066683,3.78358676493
sorry,1.24092837379,1.18632825625,1.45290972819,1.18663229019,27.1048597013
disgusted,1.05472274945,0.768278972005,1.12532594388,1.02669097831,18.4733547054
regretful,1.22162975646,1.06184517076,1.28523188736,1.17727399838,3.11624660317
tragical,1.47313901726,1.4165774752,1.48987115398,1.44006592036,6.34302788528
hate,1.28022166869,1.14756442457,1.41522354904,1.33689692648,31.2593560035
disinclination,1.28210206966,1.32669011577,1.26256349881,1.40148066664,4.05911566479
flinty,1.41014311401,1.44392880254,1.53308332943,1.44117123283,2.5868515044
embarrassment,1.23964987489,0.964200916954,1.11491577015,1.21485033197,24.9847473979
meekness,1.06375414972,1.07060517138,1.17027728298,1.23610110122,4.06148137664
sepulchral,1.46658550836,1.54246873308,1.58597791874,1.47528037842,5.34294519366
helplessness,1.30892130483,1.1261081242,1.21990570951,1.34597824457,10.6640508218
outraged,1.24146217728,0.931052105386,1.25448923664,1.13057547781,24.8992027577
strict,1.33560856833,1.36149277808,1.32552574003,1.55736430127,32.0631800621
tearful,1.18476027991,1.12123396997,1.36794136742,1.15361330074,8.74265287624
mourning,1.3760883976,1.32477636742,1.45479030723,1.46756979583,32.9759948674
atrocious,1.21386348871,1.01486198045,1.29300507471,1.13107906448,8.04541237182
belligerent,1.37251668662,1.2197460771,1.28940518623,1.45769079394,18.7013259179
eager,1.13186687217,1.19875424302,1.32254678652,1.25400456201,28.4280773769
irate,1.28574068911,1.10924372564,1.2990780297,1.21622495365,7.55866840544
deplorable,1.30460456019,1.07838487151,1.28498272264,1.24966652612,9.38749942369
dishonorable,1.3133866886,1.14308017977,1.28980204752,1.35381232861,9.55424031143
black,1.54650911037,1.44381524128,1.59118927347,1.50848439956,29.8256005146
bitter,1.24782728477,1.05549139902,1.26783203123,1.26775192115,29.2803385065
despondent,1.17141898627,0.935733621805,1.27171863073,1.12853231913,10.5910849101
demoralised,1.43764468632,1.15889498469,1.30965141719,1.28795044889,6.88033143517
anxious,1.00517589955,0.966653898361,1.10204513798,1.1781308251,24.6701940075
indignation,1.14589457351,0.943927345013,1.15027183897,1.0999821052,17.6041747573
antipathetic,1.20288187605,1.18895119358,1.23331127498,1.28998832559,1.85489862045
insecurely,1.58118349793,1.50953139013,1.48756778775,1.55108551588,1.07141234351
